,Job Title,Companies,Location,Date posted,Other information,Job Description,Pay_lower_bound,Pay_upper_bound,Qualifications,Position,Position Level
1003,"Executive (Internal Audit, Data & Analytics)",NTUC Fairprice Co-operative Limited,Jurong East,2021-09-10,"Entry Level Bachelor's Degree, Post Graduate Diploma, Professional Degree Full-Time Accounting/Finance, Banking/Financial S83CS0191L More than 5000 Employees 13 days Retail / Merchandise Dental, Medical, Business (e.g. Shirts), Staff rebates, Retail Hours","Internal Audit is an independent function that provides objective assurance and consulting to create value to the Fairprice Group. We help the Group achieve its strategic objectives by adopting a systematic and disciplined approach towards evaluating and improving the effectiveness of risk management, control and governance processes.In this role, you will be part of the Internal Audit team to:Analyze datasets to get actionable insights. This may include finding innovative ways to manage the data that do not naturally mesh from all kinds of different sources, or from APIs, to internal databases encoded in SQLTo automate processes and create meaningful data visualizations to create business impactBuild and maintain data models and pipelinesSupport audit work and other requests from the Internal/External stakeholdersQualificationsPossess a recognized degree preferably in data analytics or related disciplineEquipped with knowledge of tools (e.g. SQL, Python, R)Familiar with visualisation tools (e.g. Tableau and Google Data Studio)Understanding of AI/Machine Learning modelsStrong analytical and critical thinking skills.Passionate about data and solving challenging problems with innovative solutionsHands on, quick learner and ability to handle multiple projects concurrentlyAbility to thrive in a fast paced and collaborative environmentFresh Graduate with relevant skills set are welcome to applyOther InformationWorking Location: NTUC FairPrice Hub, 1 Joo Koon Circle",,,"Bachelor's Degree , Diploma , Post Graduate Diploma , Professional Degree",Not indicated,Full-Time
1004,"VP/AVP, Data Technical Lead, Technology & Operations - (WD23429)",DBS Bank Limited,Singapore,2021-09-01,"Senior Executive Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD) 7 years Full-Time Computer/Information Technology, IT-Network/Sys/DB Admin 196800306E More than 5000 Employees Banking / Financial Services Medical, Business (e.g. Shirts)","VP/AVP, Data Technical Lead, Group Consumer Banking and Big Data Analytics Technology, Technology &amp; Operations - (WD23429)Business FunctionGroup Technology and Operations (T&amp;O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality &amp; control, technology, people capability and innovation. In Group T&amp;O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.ResponsibilitiesLead a team of developer onshore and offshore to deliver the approved solution designedDrive alignment in terms of Agile software development practices across the cross-functional team, product owners, third party project managers, vendors, business partner and internal IT teamWork with Enterprise solution architect to align on the solutions and design and implementManage all activities end-to-end to deliver the project (from scoping to implementation) to agreed parametersPerform Code quality review and be gatekeeper for quality checksEnsure the deliveries are adhered to standards and processes related to infra setup, application deploymentTo mentor team on the Best practices related Performance Optimization, Code quality, automated testing and setup standards related to application development.Actively work with and manage a wide range of stakeholders in the business, technology and where required outside the bank, to deliver the project to agreed parametersPlay a key role in creating an agile delivery plan for testing and tracking along with scrum master and test teams, Scrum Master certifications preferredRepresent team for updates to senior management, issues resolutionPerform the Scrum Master role (where required) and lead the Agile team in their sprint deliveries.Collaborate with project team members from various domains to monitor, develop and execute project plans and associated project content.Ability to manage multiple work-streams concurrently and effectively resolve issues or conflictsDeal with all project related escalations, and seek input and assistance from appropriate channels to resolve these in a timely mannerMake or facilitate the making of decisions in a timely mannerGood communication skills, negotiation skills and stakeholder managementAdhere to organizational guidelines and process during deliverActively monitor and report progress to all stakeholders in a timely manner by using a variety of formal and informal communication channelsEvangelize Agile practices, in particular TDD, Pairing, Automated Testing, BDD, Story Slicing, Acceptance Criteria definitions, etc and act as a Change Agent to drive adoptionRequirementsAt least 7-9 years of solid experience working in a banking / financial institution in Building and deploying applications related to Big Data Analytics.Degree in Computer Science or EngineeringStrong understanding and hands on experience of Big Data technologies like CDH, Collibra, Spark, Hadoop/HDFS, Spark, S3, Argulus, etcDeep understanding and hands-on experience on IBM Mainframe (Cobol, PL1)Excellent knowledge of Data models, databases, knowledge of RDBMS/NoSQL platforms. Deep understanding of SQL (Teradata, Informatica), scripting languages like Shell, …etcExperience on data visualization tools like QlikView &amp; BO and Web technologiesAdequate knowledge of database systems (RDBMS, MariaDB, SQL, NOSQL), Object Oriented Programming and Big data technologies.Good problem diagnosis and creative problem-solving skillsPassion to learn and master diverse new technologies in the open source community.Excellent presentation, analytical and articulation skillsProject management and agile certifications will be a plus.Knowledge/understanding of latest cloud technologiesProficiency in Slack, Microsoft Project, Visio, PowerPoint, Excel, SharePoint 2013, JIRA and ConfluenceExcellent communications, business analysis and project management skills.Able to run requirements/process workshops and guide stakeholders to finalize requirements and design.Proficient in process analysis and reengineeringApply Now​We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.​",,,"Bachelor's Degree , Diploma , Post Graduate Diploma , Professional Degree , Master's Degree , Doctorate (PhD)",Senior Executive,Full-Time
1005,Research Fellow (R00007214),Nanyang Technological University,West,,"Junior Executive Bachelor's Degree, Post Graduate Diploma, Professional Degree 2 years Full-Time Sciences, Science & Technology 200604393R More than 5000 Employees 24 days Education Dental, Education support, Medical, Sports (e.g. Gym), Regular hours, Mondays - Fridays, Business (e.g. Shirts)","Research Fellow (Computer Science/Engineering, Electronic/Electrical Engineering) #SGUnitedJobs #RIEProgramme SummaryThe new Work and Skills Immersion Programme (WSIP) offers fresh graduates and mid-career job seekers a variety of contract work-and-train opportunities, typically on a two-year basis, in key capability areas in the public sector. The positions offered by NTU under this programme aims to support the development of science and technology talents as they are key to the nation’s ability to meet future challenges and respond to shifts in the global economy.Successful applicants are employed full-time and receive structured and on-the-job training. By developing in-demand skills, they will be ready to pursue more job opportunities when the economy recovers after the Covid-19 crisis.About Alibaba-NTU Singapore Joint Research InstituteNanyang Technological University, Singapore (NTU Singapore) and Alibaba Group officially launched the Alibaba-NTU Singapore Joint Research Institute (JRI) in February 2018. This is Alibaba’s first research institute on AI outside China.The joint research institute seeks to combine NTU’s human-centred AI technology which has been applied to areas such as health, ageing, homes and communities, with Alibaba’s leading technologies including Natural Language Processing (NLP), computer vision, machine learning and cloud computing to explore further technology breakthroughs and real-life AI solutions.Over the next five years, the JRI will push the frontiers of AI to change the current technology-centric philosophy of AI research into one which is human-centric. The goal is make AI to become more effective, accessible and inclusive so that it can address future societal needs in ageless aging, new lifestyles and human-centered mobility.These AI and cloud technologies will be developed and tested on the NTU Smart Campus to demonstrate the effectiveness of the solutions before taking them to the market in Singapore and rest of the world. The program dovetails with Singapore’s ambition to train AI and data-science talent to support the country’s “Smart Nation” vision and its transformation to “Industry 4.0”. The JRI are led by researchers from NTU-UBC Research Centre of Excellence in Active Living for the Elderly (LILY) and the School of Computer Science and Engineering.Job DescriptionCarry out research in the field of knowledge engine, graph embedding, relationship prediction, online learning, representation learning, and self-supervised learningHelp to prepare and submit project proposals related to knowledge graph construction, and knowledge graph miningMentor research assistants and students involved in the projectsWrite papers and reports based on the requirements of the projectsRequirementsPhD degree in Computer Science/Engineering, Electronic/Electrical Engineering, or related areasResearch/working experiences on knowledge graph, graph embedding, and self-supervised learningStrong programming skills in PythonFamiliar with PyTorch and/or TensorflowThere will be a 6-12 months industry attachment",,,"Bachelor's Degree , Diploma , Post Graduate Diploma , Professional Degree",Junior Executive,Full-Time
1006,Research Fellow (R00006712),Nanyang Technological University,Singapore,,"Manager Professional Certificate/NiTEC 3 years Full-Time Sciences, Geology/Geophysics 200604393R More than 5000 Employees 24 days Education Dental, Education support, Medical, Sports (e.g. Gym), Regular hours, Mondays - Fridays, Business (e.g. Shirts) Singapore","Research Fellow (Geotechnical Engineering/Geological Engineering/Geophysical Engineering)A Research Fellow position is available in the Centre for Urban Solutions, School of Civil and Environmental Engineering.The Centre for Urban Solutions is to provide leadership in developing innovative solutions and sustainable technologies for space creation and urban infrastructure development.​The School of Civil and Environmental Engineering at Nanyang Technological University is a leading school for Sustainable Built Environment. It has over 60 faculty members and more than 1,500 students and is rapidly expanding its range of education and research activities.Job ResponsibilitiesConduct geophysical survey for subsurface soil/rock characterizationJob RequirementsPh.D. in Geotechnical Engineering, Geological Engineering, Engineering Geology or related fieldGood verbal and written communication in EnglishAble to work independently and guide junior researchersAt least 2 years of working or research experience is desirableExperience in statistical and spatial variability analyses of soil/rock propertiesExperience in analyses of big data using AI and machine learning methodsWe regret only shortlisted candidates will be notified.",,,"Professional Certificate , NiTEC ",Manager,Full-Time
1007,Manager (Gaming Technology Compliance),Casino Regulatory Authority (CRA),Singapore,2021-09-08,"Manager Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree 2 years Full-Time, Contract Computer/Information Technology, IT-Software T08GB0006J 1 - 50 Employees Government / Defence","Casino Regulatory Authority (CRA) was formed in 2008 under the Ministry of Home Affairs to (i) enforce the Casino Control Act; (ii) ensure that the management and operation of casinos in Singapore is and remains free from criminal influence or exploitation; (iii) ensure that gaming in the casinos is conducted honestly; and (iv) contain and control the potential of the casinos to cause harm to minors, vulnerable persons and society at large.Job DescriptionAs Manager (Gaming Technology Compliance), your work requires you to conceptualise, manifest and develop CRA's gaming technology regulation regime. Essentially you will:Develop and maintain all technical standards pertaining to gaming machine, gaming equipment and casino management systems;Evaluate and recommend approval for gaming machines, gaming equipment and casino management systems;Monitor, scan, research and analyse new innovations, scams and trends in Gaming Technology;Monitor the performance data of deployed games for anomalies;Perform forensic data/evidence gathering and investigation on errant gaming devices; andPerform mathematical evaluation and statistical analysis on Slot and Table GamesRequirementsMust have:At least 2 years of work experience in application development (preferably both front end and back end)Knowledge in Computer Science, Computer Engineering, Information Technology or Electronics EngineeringKnowledge in Structured and Object Oriented Programming (preferably in C, C++, Java and Python)Knowledge in SQL and Database architectureAn analytical mind and research skillsAbility to work independently and as a team player, and be agile in a highly dynamic environmentGood communication and interpersonal skillsSense of urgency and a drive to excelGood to have:Knowledge in System Architecture (Windows, UNIX, Linux) and Network Architecture (Firewalls, Routers and Switches)Applicants who are shortlisted will be notified within 4 weeks of the closing date of this job posting.",5000.0,6500.0,"Professional Certificate , Bachelor's Degree , Diploma , Advanced/Higher/Graduate Diploma , Post Graduate Diploma , Professional Degree",Manager,"Full-Time , Contract"
1008,"Scientist (Machine Intellection), I2R",Institute for Infocomm Research (A*STAR),Singapore,2021-09-01,"Entry Level Doctorate (PhD) 1 year Full-Time, Contract Sciences, Science & Technology 199801638C 201 - 500 Employees 30 days R&D Dental, Medical, Regular hours, Mondays - Fridays, Casual (e.g. T-shirts) Singapore","A research scientist position is available immediately at the Machine Intellection Department of the Institute for Infocomm Research (I2R), A*STAR, Singapore. The projects focus on development of machine learning, deep learning and artificial intelligence algorithms to provide accurate predictions and valuable insights, that can be used to power critical decision making and improve the decision making processes through intelligent optimization. 
Specific research themes of this position focus on optimization methodologies for decision support and advanced machine learning. Areas of interest include optimization with deep reinforcement learning, stochastic optimization, causal inference approaches, multi-objective optimization, combinatorial optimization, robust optimization, and learning with observational or imperfect data. The candidate would develop optimization solutions for applications spanning healthcare, manufacturing, and traffic management. 
The candidate will be involved in the execution of both applied industry projects and use-inspired research projects. In addition, the role would involve drafting of grant proposals and project scoping. Overall, the candidate will have the opportunities of doing cutting-edge research and solve real-world problems in collaboration with industry, public sector and academic stakeholders.
Job Requirements


PhD in the field of Computer Science, Computer Engineering, Industrial Engineering, Mathematics, Operations Research, Statistics, or other Data Science and Decision Science intensive fields.

Candidates should have particular expertise in at least one of the following areas, in addition to a strong computational background and/or experience with large real-world datasets:


Machine Learning/Deep learning/Reinforcement Learning ??? especially underlying theoretic aspects

Causal Inference

Real-time Stochastic Optimization

Mathematical Optimization

Predictive Optimization

2-5 years post PhD experience in corporate or application oriented environment is a plus.

Ability to work independently to innovate with advanced methods, and direct prototyping to demonstrate the feasibility of research ideas

Good team players with both research and engineering ethics

Good interpersonal and communication skills

Good publication record in leading data science, machine learning, applied mathematics and/or statistics venues.

Strong programming abilities (in at least one of Python ??? strongly preferred, C/C++, R, Java)

Familiar with optimization and data science tools and libraries (CPLEX, Gurobi, Pytorch/TensorFlow, etc)

Experiences in solving real-world optimization and data science problems

Experiences with biomedical and healthcare datasets, or spatio-temporal datasets is a plus",5000.0,6500.0,Doctorate (PhD),Not indicated,"Full-Time , Contract"
1009,Research Fellow #SGUnitedJobs #RIE - R00006359,Nanyang Technological University,Singapore,2021-09-10,"Junior Executive Bachelor's Degree, Post Graduate Diploma, Professional Degree, Doctorate (PhD) 1 year Full-Time Computer/Information Technology, IT-Software 200604393R More than 5000 Employees 24 days Education Dental, Education support, Medical, Sports (e.g. Gym), Regular hours, Mondays - Fridays, Business (e.g. Shirts)","Programme SummaryThe new Work and Skills Immersion Programme (WSIP) offers fresh graduates and mid-career job seekers a variety of contract work-and-train opportunities, typically on a two-year basis, in key capability areas in the public sector. The positions offered by NTU under this programme aims to support the development of science and technology talents as they are key to the nation’s ability to meet future challenges and respond to shifts in the global economy.Successful applicants are employed full-time and receive structured and on-the-job training. By developing in-demand skills, they will be ready to pursue more job opportunities when the economy recovers after the Covid-19 crisis.About Joint NTU-WeBank Joint Research Centre On FinTech NTUJoint NTU-WeBank Joint Research Centre On FinTech NTU and Webank, China’s 1st Digital-only Bank officially launched Singapore’s 1st Joint Research Centre in Fintech on the 31st Jan 2019. Housed at NTU, Yunnan Campus, the new $25 million research centre will support 35 research scientist and engineers over the next 5 years.By employing “state-of-the-art” research, such as data science and analytics, Internet of Things (IoT) and blockchain technologies, the centre aims to enable and realise Banking 4.0, where banking can be personalised and done anytime, anywhere. And fundamentally transform how we borrow, save, pay, invest and insure. The research centre will develop technologies that integrate behavioural science with advanced analytics to give users personalised wealth management advice on the go. This will help to make wealth management advice not just accessible to wealthy individuals, but to the general public at large.The team will also examine ways to enhance banking services through the adoption of blockchain technology and develop new means of digital marketing for banking services using the Internet-of-Things (IoT) and machine learning technology. Blockchain enhances the customer experience by making banking more accountable and secure in every business and customer interaction. Potential applications for IoT-based digital marketing for banking services include boosting the bank’s social presence, and targeting genuine customers.Job DescriptionsWork on applied and basic research projects pertaining to smart farming and precision agriculture technologiesIndependently survey the literature, identify research problems of academic and commercial value, and devise research plansDevelop computer vision algorithms, models, and tools for smart farming and precision agricultureClosely collaborate with industrial partners to deploy the models in specialized embedded hardwareRequirementsPhD in Computer Science, Computer Engineering, or related technical disciplinesFamiliar with computer vision and model compressionExcellent implementation skills in Python and C/C++Outstanding communication skills and teamworkThere will be a 6-12 months industry attachment",,,"Bachelor's Degree , Diploma , Post Graduate Diploma , Professional Degree , Doctorate (PhD)",Junior Executive,Full-Time
1010,Data Management Engineer,DenseLight Semiconductors Pte Ltd,Changi,2021-09-10,"Junior Executive Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree 5 years Full-Time Computer/Information Technology, IT-Software 200004082G 51 - 200 Employees 17 days Semiconductor/Wafer Fabrication Medical, Vision, Dental & Insurance, Presentable, 5 working days 9 AM - 6 PM (Flexi work hours available)","Job ObjectivesDevelop and maintain IT infrastructure, software/scripts for Test data acquisition and management that enables the business to achieve higher levels of productivity and efficiency in a semiconductor manufacturing environment.Primary responsibility is to write and maintain scripts and software to acquire test data from our backend testers and then organize them for easy access using SQL data bases such as Postgres, Mongo, Maria DB.Job DescriptionMaintain Oracle Database on RHEL, configure Tibco Spotfire serverEnsure backup for all databases.Develop new functionalities and maintain in-house OEE automation application using PHP.Develop new functionalities and maintain in-house Open-ERP software (Odoo) for CRM &amp; Sales automation, manufacturing order automation, Fab Inventory, Delivery Tracking &amp; Planning.Ability to develop scripts and improve database systems in terms of efficiency, latency, redundancy etc.Development, administration and maintenance of software such as Odoo, Tibco Spotfire, Quickbooks, and Gsuite based applications.In-house software developer for manufacturing data automation.Schedule periodic maintenance of software including backing up files for all key databases.Maintain current and accurate inventory of software.Job Requirements&gt; 5 years’ experience in engineering Database management with a diploma/degree in Computer or Electronics Engineering.Self starter and ability to close projects. Some knowledge of IT hardware infrastructure is useful.Knowledege of Structured Database managements with experience in SQL will be advantageousExperience in Mongo DB and Maria DB is preferred",,,"Bachelor's Degree , Diploma , Advanced/Higher/Graduate Diploma , Post Graduate Diploma , Professional Degree",Junior Executive,Full-Time
1011,"Development Scientist, ARTC","Agency for Science, Technology and Research (A*STAR)",Singapore,2021-09-01,"Junior Executive Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree 1 year Full-Time Computer/Information Technology, IT-Software T08GB0002C 501 - 1000 Employees 30 days Government / Defence Regular hours, Mondays - Fridays, Casual (e.g. T-shirts)","The Simulations and Digital Twin team, within the Virtual Manufacturing Group, is searching for a Development Scientist who will lead and support projects on Med-Tech, Manufacturing and Logistics, among other industries.ResponsibilitiesBuild operational research solutions, integrating heterogeneous enterprise systems and bespoke solutions, to increase resiliency and flexibility of manufacturing and supply chains operationsCreate APIs and web apps using agile methodologies, launching proofs of concept that translate academic research into real world applications. Focus is on Digital Twins and Operations ResearchDevelop a deep understanding of the challenges faced by MNCs and SMEs in the manufacturing and supply chain domainsCreate and Win proposals, securing funding to perform applied research in several areas of Industry 4.0Evangelize the Singapore public-private ecosystem on ARTC's virtual and physical testbeds for smart manufacturing and supply chain domainsJob requirementsDoctoral degree in Computer Engineering, Electronics, Mechanical, Mathematics or related fieldsIntermediate Programming abilities in Python, C# or JavaScriptPrior experience with linear programming and/or enterprise solutions for network optimization (e.g. Anylogistix) is desirablePrior experience with platforms such as Azure DevOps is desirableHaving authored scientific publications on topics related to operational research, digital twins or Industry 4.0 is desirableThe above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",,,"Bachelor's Degree , Diploma , Post Graduate Diploma , Professional Degree , Master's Degree",Junior Executive,Full-Time
1012,"Catastrophe Modelling Analyst, Asia Pacific ERM Group",Allied World Assurance Company Ltd,Central,2021-09-01," Great work environment  Excellent career development opportunity  Competitive remuneration package Entry Level Bachelor's Degree, Post Graduate Diploma, Professional Degree Full-Time Accounting/Finance, Banking/Financial T09FC0142D 1001 - 2000 Employees Insurance Dental, Education support, Medical, Regular hours, Mondays - Fridays, Business (e.g. Shirts)","Job Summary:This is an entry level opportunity, allowing the right candidate to utilise their statistics and data analytics skills in a unique role. Reporting to the Senior Catastrophe Analyst in Singapore, along with the Global Head of Insurance Catastrophe Modelling, the ideal candidate for this role will conduct catastrophe modelling analysis across a broad variety of areas to optimize company growth and maximize business opportunities. This role involves working with stakeholders across the business and across multiple levels.Job Duties:Support the Senior Catastrophe Analyst in Singapore as regards the following aspects of the Catastrophe Modelling function:Performing quality assurance checks against all account statements of value.Interpreting policy structure, code policy and location information data as required per line of businessMaking sound modelling assumptions across several classes of business, to include Property, Marine and ConstructionInteracting with underwriting teams to obtain complete and timely exposure data for catastrophe modelling purposes, and providing feedback on pricing and exposuresModelling accounts pre-bind as required to produce average annual loss and exposure summaries on an individual deal basisMaintaining control record information for all bound businessTracking exposures in high-hazard catastrophe areas to provide timely information to local managementProducing monthly portfolios and PML reports for use in consolidated corporate roll-upPerforming necessary catastrophe analysis to respond to regulatory questionnaires and other ad-hoc queriesEssential Requirements:Educated to Bachelor-Degree level, preferably in Science, Computing, Mathematics, or other related discipline.Candidates considered either at graduate level or with up to 3 years of experience in catastrophe modelling (within either insurance or reinsurance environment).Knowledge in the operation of vendor modelling catastrophe software (such as AIR, RMS), if candidate has working experience beyond graduate levelKnowledge of SQL and experience with handling large datasetsProficient in Microsoft Office (including Excel and Access), computer programming skillsCapable of working to tight deadlines and prioritizing effectivelyExcellent inter-personal and language skillsExperience working with groups in a changing environment, possessing ability to learn and adapt quicklyAbout Allied WorldAllied World Assurance Company Holdings, Ltd, through its subsidiaries, is a global provider of insurance and reinsurance solutions. We operate under the brand Allied World and have supported clients, cedents and trading partners with thoughtful service and meaningful coverages since 2001. We are a subsidiary of Fairfax Financial Holdings Limited, and we benefit from a worldwide network of affiliated entities that allow us to think and respond in non-traditional ways. Our capital base is strong, our solutions anticipate rather than react to changing trends, and our teams are focused on establishing long-term relationships that are mutually beneficial.We have over 1,400 employees in offices across North America, Europe and Asia Pacific. Allied World is an equal opportunity employer. Subject to applicable law, all qualified applicants will be considered for employment without regard to race, color, religion or belief, sex, age, disability, military service, marital or civil partnership status, family status, sexual orientation, ethnic or national origin, genetic information or any other characteristic protected by applicable law or regulation in the relevant jurisdiction where we operate.Learn more about Allied World by visiting: Web: www.awac.com | Facebook: www.facebook.com/alliedworld | LinkedIn: https://www.linkedin.com/company/allied-world",,,"Bachelor's Degree , Diploma , Post Graduate Diploma , Professional Degree",Not indicated,Full-Time
1013,Full Professor in Theoretical and Computational Plasma Physics (R00005978),Nanyang Technological University,Singapore,,"Senior Executive Doctorate (PhD) 1 year Full-Time Education/Training, Education 200604393R More than 5000 Employees 24 days Education Dental, Education support, Medical, Sports (e.g. Gym), Regular hours, Mondays - Fridays, Business (e.g. Shirts)","Temasek Chair in Clean Energy:Full Professor in Theoretical and Computational Plasma PhysicsNanyang Technological University (NTU) seeks to appoint a full professor in Theoretical and Computational Plasma Physics, in the School of Physical and Mathematical Sciences (SPMS).The College of Science seeks a diverse and inclusive workforce and is committed to equality of opportunity. We welcome applications from all and recruit on the basis of merit, regardless of age, race, gender, religion, marital status and family responsibilities, or disability.The appointment, entitled the “Temasek Chair in Clean Energy”, is endowed with support from NTU and Temasek. The holder will develop leading-edge research and build-up research activity in the field of fusion and plasma science for clean energy.Applicants must have a PhD in physics, mathematics, computer science or a related field, and possess a record of excellence in research, evidenced by high-impact publications and substantial grant support, and in research leadership. The successful candidate should demonstrate the potential to build a world-class research programme and a commitment to education and mentorship of students. They will be expected to build up and manage a strong research group, develop new collaborations with international teams, teach within SPMS, in particular in the area of fusion and plasma science, and contribute effectively to Singapore’s ambitions in future pathways to Clean Energy.We seek applicants who, in particular, display significant research leadership in the field of theoretical and computational plasma physics with focus on fusion energy. Outstanding achievements and strong links with the international community should be demonstrated. The successful candidate is expected to set-up a joint international laboratory with existing collaborators and thus quickly reach critical mass for accomplishing state-of-art research at the frontier of plasma science. This position will be supported by additional recruitment of junior faculty and research supported by NTU and Temasek.The Temasek Chair in Clean Energy will be expected to build close links with other research groups, internationally, in theoretical and experimental plasma science. Within NTU, the appointee will develop links with existing research groups across NTU and Singapore, including the experimental plasma physics group at NIE, NTU, who have valuable experience in designing and running specific plasma devices which may be used to test theoretical ideas and concepts.As the current challenges in Computational Plasma Physics overlap with current advances in applied mathematics and computational science, collaboration between the Chair and others from the School of Physical and Mathematical Science as well as the School of Computer Science and Engineering will be encouraged. For example, the use of Machine Learning and Deep Learning with neural networks could be promoted to reveal hidden structures in complex plasmas and facilitate the design of stable configurations.Applicants are invited to submit their applications (cover letter, CV and teaching statements, where applicable) by clicking the “Apply” button.Review of applications and shortlisting decision will be on an on-going basis until the position is filled.",7000.0,9000.0,Doctorate (PhD),Senior Executive,Full-Time
1014,Research Associate (Maritime Energy and Sustainability) (R00005869),Nanyang Technological University,Singapore,,"Junior Executive Master's Degree 1 year Full-Time Engineering, Other Engineering 200604393R More than 5000 Employees 24 days Education Dental, Education support, Medical, Sports (e.g. Gym), Regular hours, Mondays - Fridays, Business (e.g. Shirts) Singapore","A centre of excellence in maritime sustainability in theSchool of Civil and Environmental Engineering is seeking a researcher in the area of low carbon shipping. Joining as a Research Associate, you will have opportunities to participate in the research projects on your own and meanwhile work together with other capable and experienced researchers in the centre.The key responsibilities would include:Conduct research in the field of maritime energy and sustainable development for shipping decarbonisationCarry out ship data collection, analysis and modellingYou will also need to work on other aspects of the research project, which includes:Preparing reports and papers for publication, presentation, periodical reporting/meetings, etcOn need basis, liaise with project stakeholders, including funding agencies, industrial partners and academic staff in universities and institutes (locally and internationally)Job RequirementsMaster's degree with very good academic results in Marine Engineering/Maritime Studies/ any Engineering course from a reputable universityHolistic knowledge of international shippingGood skills in data analysis and modellingHighly motivated and research orientedAble to work independently with minimum supervisionFluent verbal and written communication skillsProblem solver and multi-taskingSelf-motivated, mature, independent and resourcefulAn effective team player with good communication &amp; interpersonal skillsAble to work under pressure and meet tight deadlinesStrong publication record and experience in industry R&amp;D projects will definitely be an added advantageWe regret only shortlisted candidates will be notified.",7000.0,9000.0,Master's Degree,Junior Executive,Full-Time
1015,Data Analyst (BlockChain/Fintech),Align Recruitment Pte Ltd,Singapore,2021-09-08,"Junior Executive Bachelor's Degree, Post Graduate Diploma, Professional Degree 3 years Full-Time Sciences, Actuarial/Statistics, Computer/Information Technology, IT-Software 202019155G 20C0253 1 - 50 Employees Human Resources Management / Consulting","Data AnalystOur client is a digital asset derivatives trading platform that was launched in 2018 with over 2 million users and is one of the fastest growing cryptocurrency exchanges! They are now expanding their team in Singapore, join them as one of the staff in Singapore Office!ResponsibilitiesBuild a comprehensive, accurate and objective indicator system and monitoring analysis framework based on business goals and models, ensuring clear insights into the overall business and identify business problemsConduct in-depth analysis of business issues through thematic analysis, provide data support and recommend company operational decisions, marketing strategies, product directions etc.Precipitate analysis methods and monitoring frameworks, refine data product requirements, collaborate with related teams (such as Development teams, Product teams etc.) and promote the implementation of data productsCollaborate with relevant teams to organise training and sharing of concepts, skills, methods and tools related to data technologyRequirements3 - 5 years of relevant work experience. Experiences in digital currency, internet, e-commerce related industries is an advantageMinimally a Bachelor Degree, preferably in Statistics, Mathematics, Information Technology, Economics and/or related fieldsGood logic analysis abilities and data sensitivity, able to extract core results from massive data and efficiently discover and analyze deep changes and root causes behind the business appearanceProficiency in SQL and other data extraction tools, operating Excel, ppt, Tableau etc.Strong logical thinking skills, excellent language skills and ability to write business data analysis reports independently.You may email your resume to [emailprotected] for more information.We regret to inform that only shortlisted candidates will be notified.Align Recruitment Pte Ltd 20C0253Megan Tay Qian Wen R1880098",,,"Bachelor's Degree , Diploma , Post Graduate Diploma , Professional Degree",Junior Executive,Full-Time
1016,"Executive/Senior Executive, Internal Audit (IT Audit)",Genting Singapore Limited,Central,,"Junior Executive Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree 2 years Full-Time Computer/Information Technology, IT-Network/Sys/DB Admin 201818581G More than 5000 Employees Travel / Tourism Regular hours, Mondays - Fridays, Business (e.g. Shirts)","ResponsibilitiesGather data and information required for the planning of each audit assignment.Perform audit work and gather evidence in accordance with the audit program within the timeline and budget assigned.Assist to incorporate data analytics into audits, perform extensive data analytics and identify red flags, within departmental and professional standards.Document and prepare work papers with supporting documents for audit work done for review by team lead.Draft audit findings, root cause and improvement recommendations. Assist team leader in finalizing the audit findings, recommendations and reports.Assist to explore statistical modelling and machine learning techniques to define and build models.RequirementsDegree in IT, Computer Science or any equivalent discipline with professional qualifications such as CISA, CISM, CISSP, CIA, ACCA, CA or CPA.Minimum of 1 year experience in IT auditing and/or data analytics, or IT internal audit experience in large organization.Good knowledge on IT operations requirement, including general controls, security, application systems and infrastructure etc.Good written, analytical, communication and presentation skills.Proficient with Microsoft Excel.Experience in using Tableau, IDEA, SAS, ACL, Python, SQL or similar software for data analytics will be an advantage.",,,"Bachelor's Degree , Diploma , Post Graduate Diploma , Professional Degree , Master's Degree",Junior Executive,Full-Time
